#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG01277	AMR	AMR	0	0.0056	0.9944	0	0	-2.9253	-2.6657	12.8763	-8.5408	3.7747	-5.1048	-3.1408	5.2152	-7.3062	-2.5272
NA18634	EAS	EAS	1	0	0	0	0	-6.7998	-44.202	2.8658	6.4023	-0.1171	-3.348	-2.8345	3.093	-2.7974	-2.6859
HG03796	SAS	SAS	0	0	0	1	0	0.3517	-15.8476	-14.6255	-2.9242	1.8378	0.1144	-5.5513	2.9136	-3.7198	-3.8298
NA19256	AFR	AFR	0	1	0	0	0	63.0211	-17.9822	-0.0997	0.557	0.604	-1.748	-5.4821	3.2878	-1.5914	-0.2331
HG01104	AMR	AMR	0	0	0.9972	0	0.0028	3.4132	4.2932	6.1406	3.381	5.6419	-4.8614	0.2709	5.6796	0.6826	0.0896
NA21142	SAS	SAS	0	0	0	1	0	1.028	-6.434	-17.6723	-5.1381	1.7335	-1.565	-9.3727	9.9252	0.683	-0.9168
NA20818	AMR	EUR	0	0	0.7356	0	0.2643	0.881	10.8087	4.2465	7.3885	1.8793	-7.9834	-6.1489	-2.1769	1.4645	1.9357
NA12399	EUR	EUR	0	0	0.0931	0	0.9069	1.0349	13.6187	4.7072	7.4593	0.2201	-3.4579	-5.9727	9.8442	0.1779	0.0349
HG02688	SAS	SAS	0	0	0	1	0	0.4433	-8.3234	-19.6414	-4.3378	1.8223	-0.2332	-6.9893	5.9701	-2.4454	-4.4398
NA19749	AMR	AMR	0	0.001	0.9989	0	0	-1.598	-5.7346	9.1554	-5.275	3.8046	-3.851	-7.147	3.3097	0.8556	-3.778
NA19750	AMR	AMR	0	4e-4	0.9994	2e-4	0	0.7254	-1.478	10.4229	-6.318	2.9645	-2.867	-0.9268	3.901	3.0177	-0.7341
NA18972	EAS	EAS	1	0	0	0	0	-7.1088	-42.6362	3.6208	6.1731	-7.7544	-1.5138	-5.5248	5.4214	1.9839	1.867
HG02002	AMR	AMR	0	3e-4	0.9997	0	0	-4.9665	-17.213	20.3447	-30.036	3.3484	-3.2913	-3.8446	5.7652	3.1384	-1.8119
HG03733	SAS	SAS	0	0	0	1	0	0.4708	-8.2381	-21.3416	-4.6056	-1.8798	-3.2075	-2.8773	2.3495	-0.0481	-4.3926
NA19114	AFR	AFR	0	0.9988	0.0012	0	0	63.2276	-18.0128	-0.4466	1.2873000000000001	0.4242	-2.2025	-2.1618	5.3782	0.777	-4.3266
NA19147	AFR	AFR	0	0.9999	1e-4	0	0	62.234	-17.3307	-0.2576	0.3859	2.2593	-4.3691	-6.1165	2.8141	0.3428	0.2235
HG00179	EUR	EUR	0	0	1e-4	0	0.9999	-0.663	8.3479	6.4835	9.8651	4.8996	9.7169	-0.492	6.8633	-2.9033	0.2003
HG04189	SAS	SAS	0	0	0	1	0	1.4893	-12.018	-16.8277	-5.6606	2.8608	-4.434	-4.837	2.4282	-1.6384	-1.3218
HG02380	EAS	EAS	1	0	0	0	0	-6.5789	-46.5004	1.2339	8.3035	8.1203	-2.4013	-4.8894	5.7961	-2.5225	4.4357
NA20342	AFR	AFR	0	0.9171	0.0829	0	0	37.2119	-5.9878	3.1778	4.2545	0.5427	-2.9979	-7.7929	5.2305	-0.4121	1.1219
HG01269	AMR	AMR	0	0.0116	0.9884	0	0	4.8331	2.2383	9.5863	-3.5612	2.8389	-3.249	-1.9772	1.8527	-6.7073	-1.5382
NA12005	EUR	EUR	0	0	0.0128	0	0.9872	-0.7706	12.6511	5.3282	7.4247	-5.2607	0.9347	-2.286	5.141	1.5625	-1.7844
HG01456	AMR	AMR	0	3e-4	0.9997	0	0	1.2083	-3.2606	12.3838	-8.8639	3.6167	-3.8105	-2.862	4.4252	-0.5019	-6.2507
HG00375	EUR	EUR	0	0	0	0	1	0.7112	8.7469	6.2615	8.0217	2.8715	8.8759	-5.1184	5.3673	-5.9602	-2.8431
HG03234	SAS	SAS	0	0	0	1	0	1.3485	-2.3979	-14.9559	-1.4626	4.4511	-1.599	-7.24	5.266	-0.1408	0.4028
HG03771	SAS	SAS	0	0	0	1	0	0.5688	-10.1352	-18.9156	-6.3194	1.1823	-3.5639	-5.9454	3.8648	2.0389	2.6118
HG01250	AMR	AMR	0	2e-4	0.9998	0	0	3.176	-1.7421	11.3131	-5.1512	1.6233	-6.5784	-1.3184	2.3843	-6.5411	-0.886
HG02367	EAS	EAS	1	0	0	0	0	-6.9575	-43.624	0.8047	9.521	7.1168	-5.2573	-2.9085	5.3309	-2.5347	-0.5155
HG02854	AFR	AFR	0	0.9998	2e-4	0	0	62.7458	-17.2733	0.9684	2.1127	2.775	-4.5104	-1.2015	3.5601	-0.9982	-1.4132
HG03953	SAS	SAS	0	0	0	1	0	3.9093	-9.3053	-19.4455	-1.7121	0.5862	-4.603	-3.6129	5.8437	-4.157	0.1552
NA19070	EAS	EAS	1	0	0	0	0	-7.3898	-43.9166	3.8381	6.7135	-5.9133	-2.4719	-1.3031	5.897	-0.2423	-5.4353
NA19921	AFR	AFR	5e-4	0.9921	0.0074	0	0	33.2812	-9.9177	2.9843	1.5215	1.6549	-4.6274	-4.9887	1.6432	-1.286	-4.452
HG02977	AFR	AFR	0	0.9999	1e-4	0	0	62.322	-16.6544	0.0552	1.4809	2.8217	-2.5013	-7.4569	3.303	0.3499	-6.7724
HG02137	EAS	EAS	1	0	0	0	0	-8.6786	-43.3576	1.2107	7.4034	6.765	-1.6345	-5.7786	3.8956	-3.7906	-1.1762
HG02805	AFR	AFR	0	1	0	0	0	63.452	-19.0059	-0.1512	0.7408	2.3921	-1.3472	1.0815	3.9766	-1.6922	-2.5025
NA18564	EAS	EAS	1	0	0	0	0	-8.1172	-43.7699	3.6658	6.4524	-4.6386	-0.5366	-3.4058	4.2219	-4.2934	1.9341
HG00361	EUR	EUR	0	0	1e-4	0	0.9999	-2.4628	5.2537	4.5823	8.1268	4.144	9.47	-3.33	-1.0622	-1.7062	-2.8411
HG02736	SAS	SAS	0	0	0	0.9999	1e-4	0.9367	-2.1528	-12.6506	-1.9105	1.9022	-1.5678	-5.9591	9.2693	-4.2317	-3.6354
HG03607	SAS	SAS	0	0	0	1	0	-0.0131	-10.7572	-16.9673	-2.6099	4.3992000000000004	-5.6773	-3.3894	5.5906	-0.6918	-1.5683
HG03998	SAS	SAS	0	0	0	1	0	3.1082	-7.9901	-20.1102	-5.1258	-1.7415	-0.3555	-1.5481	0.4134	2.1383	-8.8075
HG01412	AMR	AMR	0	2e-4	0.9977	0	0.0022	3.5156	2.341	9.2891	-1.6096	0.1132	-7.6505	0.0849	6.049	1.9959	0.6964
HG02397	EAS	EAS	1	0	0	0	0	-8.5934	-43.3336	1.4309	8.9766	11.8047	-2.8715	-4.9063	3.1699	-1.992	-0.6081
NA18990	EAS	EAS	1	0	0	0	0	-7.0082	-44.2756	2.2114	5.5796	-4.7509	-3.608	-5.1827	3.027	-1.6327	-0.7783
HG01311	AMR	AMR	0	2e-4	0.9996	0	1e-4	6.4994	5.4746	6.8689	3.7363	1.887	-5.3087	-3.5149	9.6524	-1.6425	0.7541
NA19372	AFR	AFR	0	0.9999	1e-4	0	0	60.19	-16.1218	-0.6567	1.1782	3.6246	-2.769	-5.002	-0.0103	0.3104	-1.9225
NA19661	AMR	AMR	0	0.0052	0.9948	0	0	0.3262	-8.5883	12.065	-13.2183	2.0223	-0.6051	-0.1103	1.0151	1.47	1.118
HG00560	EAS	EAS	1	0	0	0	0	-8.5785	-44.4068	1.6415	5.7267	-0.8842	-0.6369	-3.0644	2.6377	0.8897	-0.1597
NA18593	EAS	EAS	1	0	0	0	0	-9.5274	-44.8676	2.3604	5.8906	1.9243	-1.2841	-3.4359	6.906	-4.1736	-2.4278
HG01786	EUR	EUR	0	0	0.015	0	0.985	2.7522	12.8672	6.1644	8.9198	-2.3966	-6.0386	-0.8574	6.8291	-3.153	0.8674
HG04025	SAS	SAS	0	0	0	1	0	1.7114	-8.4847	-22.9661	-8.1004	2.1136	-6.9425	-0.8623	11.0929	3.3942	-1.9258
HG03943	SAS	SAS	0	0	0	1	0	1.5581	-6.7224	-18.8741	-4.245	3.6325	-1.8838	0.4115	2.113	-1.0625	-5.2671
NA19144	AFR	AFR	0	1	0	0	0	63.1394	-18.966	-2.0393	0.9797	2.9961	-3.1899	-3.0726	6.5079	-0.5362	-2.4422
HG03565	AFR	AFR	0	1	0	0	0	62.4775	-16.9071	-1.0891	0.3043	1.3592	-3.0285	-3.0349	7.8232	-3.0167	-0.7775
HG00362	EUR	EUR	0	0	0	0	1	-0.6802	9.3121	5.2885	8.4221	-0.3513	8.1688	-3.974	1.4014	1.7042	-0.6679
HG01997	AMR	AMR	0	6e-4	0.9994	0	0	-7.4297	-22.7484	22.5398	-34.521	5.6974	-1.9699	-6.271	3.9541	1.3439	-0.498
HG03022	SAS	SAS	0	0	0	1	0	0.1522	-5.244	-17.9246	-4.5821	-0.7343	-3.3007	-6.9624	7.5166	-4.4952	-4.2854
NA18559	EAS	EAS	1	0	0	0	0	-7.5723	-43.7562	2.446	7.14	-1.7051	-1.9333	-2.6476	3.1996000000000002	1.1446	-4.5405
HG03782	SAS	SAS	0	0	0	1	0	0.6802	-7.2837	-20.6598	-4.3325	2.8531	-2.6346	-4.5589	1.7789	-2.5291	3.2481
HG03971	SAS	SAS	0	0	0	1	0	1.4039	-6.1014	-18.0674	-5.4124	-1.6005	-1.6606	-2.0406	6.4665	-0.5905	-1.3982
HG02651	SAS	SAS	0	0	0	1	0	-0.2723	-2.9401	-12.6735	-1.2101	4.1338	-1.6198	-4.3704	3.1038	-4.3977	-2.3081
NA11918	EUR	EUR	0	0	0.0028	0	0.9972	-0.1967	12.0232	4.5912	9.1016	1.1521	-1.4273	-3.9515	4.7596	4.2109	-1.2945
HG01259	EUR	AMR	0	0	0.2361	0	0.7639	1.6045	5.2151	7.6965	2.4845	3.6743	-5.1022	-4.9522	3.7898	-3.0378	-5.7131
HG03631	SAS	SAS	0	0	0	1	0	2.1773	-2.7402	-15.8129	-1.1636	2.3144	-4.2603	-3.6914	2.4161	-5.8695	-5.013
NA19468	AFR	AFR	0	1	0	0	0	58.9443	-17.386	0.3071	2.2776	3.6804	-0.932	-7.7885	0.3845	-3.7595	-2.016
HG02887	AFR	AFR	0	1	0	0	0	61.6683	-17.1615	-0.3157	1.3946	0.9981	-3.065	2.3961	3.3373	-6.1649	-2.1093
HG02375	EAS	EAS	1	0	0	0	0	-7.1493	-44.1996	1.0853	8.4354	7.7723	-3.5631	-3.0128	7.9031	1.421	-2.284
HG01976	AMR	AMR	0	0.0021	0.9979	0	0	-5.3824	-13.4295	18.8127	-26.3349	1.679	-2.2307	-2.4395	2.4539	0.9491	-4.2573
HG02470	AFR	AFR	0	1	0	0	0	58.76	-14.8958	0.4369	2.3333	-0.1251	-4.1139	-3.3874	4.5549	-2.1314	-2.8263
HG01889	AFR	AFR	0	0.9999	1e-4	0	0	59.5159	-16.102	-0.163	1.5128	2.983	-2.7487	-5.9527	5.7372	0.8852	-0.1922
HG00478	EAS	EAS	1	0	0	0	0	-7.7286	-45.8877	3.0694	7.0261	1.7431	-1.8312	-3.4975	5.1638	-0.7212	-1.7423
NA19463	AFR	AFR	0	1	0	0	0	57.0747	-16.8321	0.3468	2.4161	1.8073	-2.5319	-5.8309	0.0861	1.1075	0.8581
HG02687	SAS	SAS	0	0	0	1	0	2.8375	-7.8664	-19.1009	-4.9466	4.6082	-5.5363	-1.2605	6.7821	-3.729	-3.8191
HG01459	AMR	AMR	0	3e-4	0.9997	0	0	1.2454	-4.2108	12.5941	-9.4568	-3.0637	-4.5047	-4.9339	1.4195	-0.8721	-0.2134
NA19684	AMR	AMR	0	1e-4	0.9974	1e-4	0.0024	-0.468	-0.8223	11.453	-5.9721	-0.6847	1.3432	-1.8947	7.303	-1.8402	-2.0373
HG01756	AMR	EUR	0	1e-4	0.5197	1e-4	0.4802	2.5598	12.2062	5.0505	10.832	2.0658	-4.2637	-5.753	6.1809	-2.4139	-0.4046
HG01028	EAS	EAS	1	0	0	0	0	-6.236	-45.1612	-0.2688	8.7218	5.8771	-6.6511	-3.4455	3.4788	-1.0488	1.8189
HG01139	AMR	AMR	0	0.042	0.958	0	0	8.5859	-4.6382	7.7286	-5.0908	2.3943	-4.2708	-5.129	3.7539	-2.6367	-3.0141
NA21133	SAS	SAS	0	0	0	1	0	0.4253	-6.1881	-17.7323	-7.8671	3.6216	-0.4648	-10.1067	7.7582	-6.2227	1.224
HG00759	EAS	EAS	1	0	0	0	0	-7.4541	-46.156	0.3542	8.023	11.4334	-3.9487	-5.5508	6.0756	0.1877	-1.8095
HG02604	SAS	SAS	0	0	0	1	0	1.5405	-1.5002	-12.7009	-1.5782	4.9688	-2.2292	0.1315	1.547	0.8367	-3.3893
HG04006	SAS	SAS	0	0	0	1	0	1.7015	-9.6688	-19.6742	-7.7466	2.7467	-4.1584	-2.3982	5.8665	-1.7884	-0.1387
NA18505	AFR	AFR	0	0.9999	1e-4	0	0	63.6756	-18.1793	2.433	1.5932	1.1041	-3.1453	-7.8065	3.507	-2.6657	-1.6464
NA19213	AFR	AFR	0	1	0	0	0	63.3969	-18.7211	1.576	-0.162	3.9236	-2.2154	-1.9032	3.7588	-2.6509	-2.693
HG03615	SAS	SAS	0	0	0	1	0	0.7132	-10.8192	-17.4422	-3.1764	1.0099	-2.3156	-2.6398	4.1413	0.7372	-2.0015
HG01362	AMR	AMR	0	0	0.9996	0	4e-4	5.9785	0.9873	8.9475	-2.965	5.2746	-8.1501	-7.2909	3.451	-2.4829	0.1016
HG01171	AMR	AMR	0	4e-4	0.9996	0	0	10.4536	4.1062	6.4887	-0.0448	5.6502	-8.964	-5.3575	3.0513	-2.2555	-2.2531
NA19108	AFR	AFR	0	0.9998	2e-4	0	0	62.2313	-17.2404	0.3347	1.441	2.862	-4.6214	-4.012	4.8252	-1.3573	0.4745
HG03028	AFR	AFR	0	1	0	0	0	61.1239	-16.7929	0.4251	0.9049	-0.2584	-2.2953	-0.0566	7.1546	-5.574	-0.5621
HG03240	AFR	AFR	0	0.9999	1e-4	0	0	62.3653	-16.8424	0.9313	1.4132	3.9723	-4.6441	0.1048	2.9166	-2.7166	-0.8446
HG02410	EAS	EAS	1	0	0	0	0	-7.7076	-44.4246	1.809	7.342	7.9394	-3.4408	-3.9332	4.6538	0.5139	-5.3227
NA12282	EUR	EUR	0	0	8e-4	0	0.9992	-1.3745	12.829	6.4916	7.0902	2.7492	-3.3653	0.0171	3.5216	-0.6958	-1.2083
HG03558	AFR	AFR	0	1	0	0	0	61.754	-18.7148	-0.2292	0.0866	1.6289	-0.225	-2.9889	2.9489	1.2901	-0.9911
HG01847	EAS	EAS	1	0	0	0	0	-6.3455	-41.6728	0.2859	7.0308	5.2594	-2.483	-6.1235	4.1991	-3.274	-2.962
HG02786	SAS	SAS	0	0	0	1	0	2.0089	-8.5364	-17.6114	-4.0304	1.1653	-3.5819	-1.0142	5.108	0.2932	-4.1069
HG01521	EUR	EUR	0	0	0.0554	0	0.9446	1.7199	13.0153	6.2413	8.8629	1.7703	-3.8881	-4.1647	-0.3073	-3.4038	-0.6735
HG02187	EAS	EAS	1	0	0	0	0	-6.3527	-44.3358	0.9985	6.888	10.5163	-4.1647	-4.6863	0.7849	-0.7824	-1.3721
HG00626	EAS	EAS	1	0	0	0	0	-7.9279	-45.8986	1.7613	7.201	-2.5462	-1.5682	-4.8294	9.7992	0.3988	0.053900000000000003
HG01948	AMR	AMR	0	0.393	0.607	0	0	5.3706	-21.2893	16.6413	-25.7309	7.0034	-1.1103	-4.68	3.5819	-4.4262	-1.1039
HG01242	AFR	AMR	0	0.902	0.098	0	0	30.665	-3.541	2.6449	2.1727	3.2887	-0.7318	-3.4795	3.674	2.2701	2.6691
HG00350	EUR	EUR	0	0	1e-4	0	0.9999	-0.6214	10.9712	5.4609	7.9482	-0.0167	5.2894	-7.5045	6.7168	-2.0209	-4.4002
HG02947	AFR	AFR	0	0.9999	1e-4	0	0	62.9627	-17.2062	-1.8469	1.3967	3.262	-2.9587	-5.9496	5.561	-2.0386	-0.3733
HG04186	SAS	SAS	0	0	0	1	0	1.0567	-8.6713	-19.6655	-8.2219	-1.489	-3.1025	-5.402	2.5112	-1.1506	-1.4112
HG00357	EUR	EUR	0	0	2e-4	0	0.9998	-1.9697	9.9115	4.5502	7.8488	4.2185	5.1312	-4.0896	-3.0578	-2.251	-0.1947
NA19129	AFR	AFR	0	1	0	0	0	62.3365	-18.4008	0.497	-0.4651	1.223	-3.029	-5.0616	5.9653	1.8826	-1.5838
HG01501	EUR	EUR	0	0	0.0303	0	0.9697	4.4425	10.4958	5.607	9.8029	0.4223	-3.71	-1.4301	4.3614	0.1193	-1.4779
HG04094	SAS	SAS	0	0	0	1	0	0.9491	-7.1434	-19.9212	-2.9334	1.2417	-4.9412	-5.0177	-0.2601	0.8125	0.7422
HG03436	AFR	AFR	0	1	0	0	0	62.9843	-18.4171	-0.2567	0.8315	3.2841	-0.5685	1.5932	6.5692	-5.4864	-0.8528
NA19792	AMR	AMR	0	1e-4	0.9998	0	0	0.4421	-0.3848	10.1444	-3.6855	3.4392	-4.0063	-0.5888	3.3394	-1.6566	-2.4096
NA12546	EUR	EUR	0	0	0.0514	0	0.9486	0.1775	12.8348	4.8794	9.4992	5.2046	-4.7739	-3.1895	7.1088	1.2807	-0.0734
HG03986	SAS	SAS	0	0	0	1	0	2.056	-7.2866	-19.4253	-4.5075	4.3182	-0.509	-1.3835	0.2631	4.7568	-2.4273
HG00707	EAS	EAS	1	0	0	0	0	-9.6011	-45.1803	1.852	8.0132	5.0677	-1.0376	-0.2657	6.3615	-1.5132	-3.4255
HG00879	EAS	EAS	1	0	0	0	0	-6.67	-44.6144	1.1688	7.7844	11.5069	-5.1531	-3.6622	3.4233	0.1083	-1.3398
HG02348	AMR	AMR	0	5e-4	0.9995	0	0	-5.916	-19.7677	20.4014	-33.75	1.7596	-1.1575	0.9847	5.591	1.1799	-0.4921
NA07056	EUR	EUR	0	0	0.0065	0	0.9935	0.7909	12.8418	3.9045	8.2493	1.908	-1.9595	-0.82	3.9267	-4.209	-2.9842
HG02562	AFR	AFR	0	1	0	0	0	61.4112	-17.2799	-1.1803	0.7594	-1.7359	-3.2414	-1.9234	2.1814	-4.603	-1.0782
HG02976	AFR	AFR	0	1	0	0	0	62.7751	-17.9133	0.2943	0.3165	1.7916	-2.6339	-6.547	6.8576	-0.2517	-2.736
NA19116	AFR	AFR	0	0.9993	7e-4	0	0	62.488	-17.1961	-0.6912	2.043	1.5689	-4.0034	-4.7842	4.4599	-2.0759	-4.1323
HG02008	AMR	AMR	0	4e-4	0.9996	0	0	-5.2879	-21.1594	22.4261	-31.2842	5.4034	1.6247	-3.9893	-0.0408	-2.2474	-2.9922
HG03209	AFR	AFR	0	0.9999	1e-4	0	0	63.2021	-18.6672	1.2296	1.6409	3.2243	-3.1253	-0.2299	4.9978	-1.4588	-6.0628
HG00653	EAS	EAS	1	0	0	0	0	-7.9071	-45.4519	0.3654	8.0588	3.6686	-1.9698	-0.5219	5.6959	-2.5849	-2.6894
NA21119	SAS	SAS	0	0	0	1	0	1.4176	-5.9555	-20.6163	-5.747	3.3344	-3.4271	-4.1326	4.0165	-0.555	-3.3645
HG03629	SAS	SAS	0	0	0	1	0	0.4387	-3.4993	-14.6024	-1.9746	-0.4008	-2.0608	-4.1351	4.2647	-3.4211	-3.8858
HG00657	EAS	EAS	1	0	0	0	0	-7.6418	-44.5961	1.483	6.7631	2.6375	-4.6471	1.0012	4.8919	-1.0651	3.4024
HG01089	AMR	AMR	0	0.0068	0.9932	0	0	9.25	1.8396	6.8248	2.0741	4.132	-6.3537	-4.299	4.2821	1.424	-4.4797
HG03694	SAS	SAS	0	0	0	1	0	0.6564	-8.5975	-15.8738	-1.9679	2.6539	-6.1798	-2.0724	6.9681	-4.6669	2.7658
HG01086	AMR	AMR	0	4e-4	0.9996	0	0	5.6052	2.8216	7.9962	1.1048	-0.5357	-10.4865	-1.2392	1.1702	2.1699	-0.4692
NA19355	AFR	AFR	0	0.9999	1e-4	0	0	59.7895	-16.3596	0.4934	0.8609	3.7257	-1.9459	-5.3331	0.0221	-1.2046	-4.2198
NA18912	AFR	AFR	0	1	0	0	0	62.3279	-18.8621	0.4426	0.5534	1.4535	-1.0784	-6.5337	3.4101	-1.3262	3.002
HG03247	AFR	AFR	0	0.9997	3e-4	0	0	61.9617	-16.6696	-0.2891	1.2993	0.8215	-0.3812	-4.4531	4.3949	-2.0401	0.2208
NA20357	AFR	AFR	0	0.9975	0.0025	0	0	53.8983	-15.3238	0.141	0.9719	2.7523	-4.2715	-4.5875	2.5206	1.1471	-0.232
HG01851	EAS	EAS	1	0	0	0	0	-7.4438	-42.824	0.7737	7.7269	8.0212	-5.9392	-1.7269	5.915	2.0257	-2.5463
NA20287	AFR	AFR	0	0.9997	3e-4	0	0	50.4008	-11.9514	0.3943	2.656	4.6446	-1.2535	-1.8452	3.7371	-1.5806	-5.4692
HG01170	EUR	AMR	0	0	0.1959	0	0.8041	6.389	2.2202	6.1224	-0.9226	1.8567	-5.086	-2.3485	8.4233	2.5563	-5.1085
HG00281	EUR	EUR	0	0	0	0	1	-1.0664	8.2952	8.0675	7.1878	2.7911	8.8215	-1.9061	3.4233	2.1154	-0.018
HG02147	AMR	AMR	0	0.0015	0.9985	0	0	-6.9684	-22.4881	23.8903	-35.2089	2.507	1.941	-4.4396	7.8591	0.0501	0.2584
NA20862	SAS	SAS	0	0	0	1	0	-0.0915	-0.9172	-12.825	-1.95	2.6651	-2.338	-4.275	1.0639	-2.859	-5.3706
HG00313	EUR	EUR	0	0	0.0133	0	0.9867	0.2841	8.9238	7.0026	9.165	5.7428	4.7411	-2.0412	5.0463	0.2336	-2.1971
HG03722	SAS	SAS	0	0	0	1	0	1.7538	-9.4664	-22.5028	-7.428	3.987	-0.0581	-2.2407	3.9458	-1.4483	-2.0105
HG00592	EAS	EAS	1	0	0	0	0	-6.6857	-43.7504	3.1281	7.8233	-2.9291	-0.6771	-2.5056	5.3383	-7.6233	-6.0473
HG01890	AFR	AFR	0	0.9999	1e-4	0	0	54.2726	-14.8158	-0.1898	2.4316	1.8888	-3.1152	-5.1256	6.031	0.2071	-0.0699
HG01812	EAS	EAS	1	0	0	0	0	-8.1273	-44.809	2.1684	8.0407	8.9236	-6.1093	-5.5773	3.0685	-1.508	-3.5763
HG02678	AFR	AFR	0	0.9999	1e-4	0	0	60.2134	-17.0551	-0.7163	2.4791	0.8269	-4.6017	0.1334	3.8189	-1.7549	-1.0692
HG03367	AFR	AFR	0	1	0	0	0	63.5428	-17.6718	-0.1497	1.876	-0.069	-3.4111	-5.0615	2.699	-0.8854	-1.7571
HG00445	EAS	EAS	1	0	0	0	0	-7.1034	-43.7683	2.019	6.643	0.4968	-4.1762	-5.1049	5.556	1.2636	4.1642
HG01256	EUR	AMR	0	0	0.3488	1e-4	0.6511	0.3694	5.7911	9.2851	1.8128	2.0282	-7.1689	-2.8766	5.5916	-5.1671	0.8377
NA19703	AFR	AFR	0	1	0	0	0	53.8265	-13.3268	0.6092	2.5895	3.3484	-1.4853	-4.1449	5.0219	-2.1731	-4.3002
HG01626	EUR	EUR	0	0	0.0613	0	0.9387	1.7044	12.2472	6.1284	9.1794	1.8282	-5.0368	-6.9054	6.7078	-2.2374	1.5541
HG00183	EUR	EUR	0	0	0	0	1	-0.3411	9.3805	4.9159	8.4478	3.8449	3.8042	-6.5488	7.1314	-1.7208	-2.1038
NA18553	EAS	EAS	1	0	0	0	0	-6.8144	-42.5237	2.5794	6.3385	-1.2926	-2.5515	-0.7559	5.2356	-2.2701	0.1658
NA19201	AFR	AFR	0	1	0	0	0	62.6876	-17.5935	0.5768	2.417	2.1346	-4.0495	-7.386	4.5196	0.4743	-0.4653
HG02574	AFR	AFR	0	0.9996	4e-4	0	0	59.8068	-15.1052	0.5799	2.8278	3.0631	-3.2025	-0.0371	4.1154	-3.9404	-3.1637
HG01525	AMR	EUR	0	0	0.6526	1e-4	0.3473	2.601	11.314	4.3521	7.7639	0.5109	-7.2648	-5.2334	5.2939	1.346	-2.7988
HG00128	EUR	EUR	0	0	0.0012	0	0.9988	-0.9542	13.803	4.7064	9.0417	3.7825	-3.744	-3.9316	5.9732	-2.5105	0.6224
NA19037	AFR	AFR	0	0.9998	2e-4	0	0	59.1037	-15.8941	-0.1377	2.1472	7.0827	-2.7082	-5.9339	1.2425	3.7124	-0.9107
HG03376	AFR	AFR	0	1	0	0	0	62.6204	-17.3054	-0.5053	1.1486	1.1322	-1.114	-1.5503	4.7866	0.0668	0.4298
NA18619	EAS	EAS	1	0	0	0	0	-6.8079	-43.1551	3.6095	6.9362	-4.6061	-0.9905	0.0211	3.8545	-0.4175	0.4067
NA19679	EUR	AMR	0	0	0.059	0	0.941	2.3807	10.8427	5.6839	5.5474	5.4259	-5.7615	1.6824	9.9185	-0.4922	3.1984
NA20853	SAS	SAS	0	0	0	1	0	-0.2379	-6.0934	-18.7411	-7.2993	0.9452	-0.5311	-2.4587	6.3691	3.0498	-4.0605
NA19067	EAS	EAS	1	0	0	0	0	-6.3203	-44.9596	3.2537	5.9331	-4.9782	-3.3852	-6.722	4.8435	-0.069	-1.0716
NA20807	EUR	EUR	0	0	0.1818	0	0.8181	0.9633	12.5521	2.8518	8.5587	2.8309	-3.1184	-5.1337	3.7202	-0.9394	-1.5922
HG03521	AFR	AFR	0	1	0	0	0	62.0977	-16.0097	0.2086	1.2809	3.8073	-3.9784	-0.7511	5.4445	0.0511	-0.3847
NA12775	EUR	EUR	0	0	0.0055	0	0.9945	-1.7526	12.4983	5.7848	8.9609	-2.2518	-2.054	0.2916	4.9337	6.4448	-0.8626
NA19669	AMR	AMR	0	0	1	0	0	-0.6757	-0.6613	7.9327	-5.4053	3.8948	-6.3265	1.1868	9.6849	-1.2278	-2.7311
NA21111	SAS	SAS	0	0	0	1	0	1.2307	-4.5459	-20.5402	-7.8318	6.2654	-4.0847	-8.5266	3.7844	-2.1677	-1.9737
NA19794	AMR	AMR	0	0.0011	0.9989	0	0	1.9487	1.5026	9.3738	-6.3437	1.3949	-6.208	-4.8758	5.6245	-2.3582	-2.7868
NA20754	EUR	EUR	0	1e-4	0.2408	2e-4	0.759	2.1025	10.405	4.8671	9.0292	1.0882	-5.2719	-2.5798	1.6971	-3.1607	-5.5161
HG01365	AMR	AMR	0	3e-4	0.9987	8e-4	2e-4	7.4754	-2.7028	8.8626	-4.8549	2.2278	-6.925	-2.626	5.4821	-2.1577	-2.8176
NA19716	AMR	AMR	0	9e-4	0.9991	0	0	0.0668	-8.5635	13.3679	-15.7713	1.4236	-1.9683	-0.2429	4.6729	-3.1721	0.4813
HG00656	EAS	EAS	1	0	0	0	0	-7.1826	-46.2136	2.1775	8.5336	6.2285	-5.8197	-4.2233	3.2237	-4.998	0.4842
HG00239	EUR	EUR	0	0	0.0053	0	0.9947	0.6143	12.7575	4.7578	8.4288	4.0594	-1.4387	-7.0829	6.2502	-2.7266	0.3173
NA19077	EAS	EAS	1	0	0	0	0	-7.472	-43.3063	3.2045	5.5041	-3.9512	-3.6328	-3.9822	6.1933	0.2771	-3.1773
NA19331	AFR	AFR	0	1	0	0	0	60.2673	-17.0239	-2.0291	2.2122	5.1443	-5.44	-4.8047	-3.1848	-4.2588	1.9464
HG02885	AFR	AFR	0	1	0	0	0	61.084	-17.1916	-0.8376	2.1141	3.0397	-1.5285	0.2712	3.7942	-4.495	-2.7659
